,title,company,description,location,posted_date
10, System Data Analyst , Alpha Silicon ,"Position :-System  Data Architect Location :-Remote(Full Time)  Full Time Job Description Around 8-10 years of experience in demonstrating  Data Analysis on high volume of data Experience in building Source to target mapping sheets in discussion with source SMEs and Business and working with data modelers and Data Engineers to build & validate the E2E data flow Must Telecom exp Technical proficiency regarding database design development, data models, techniques for data mining, data profiling an", Remote , Posted 2 days ago
11, Data Analyst (MS Excel) , Randstad Technologies ,"job summary:  Cisco Systems, Inc.'s (""Cisco"") State Local and Education (""SLED"") Contracts Management Office (""CMO"") in the U.S. Public Sector (""PS"") Sales Organization is seeking a Data Analyst (with significant MS Excel experience) to support Cisco's PS SLED direct contracts Authorized Resellers (""AR"") / Fulfillment Partners (""FP"") model. The Analyst ensures all Cisco's contractual/compliance obligations are met satisfactorily when onboarding, offboarding and managing acquisitions/mergers/name"," Remote or San Jose, CA, USA ", Posted 3 days ago
12, Telecom Data Analyst , Nityo Infotech Corporation ,"Around 8-10 years of experience in demonstrating Data Analysis on high volume of dataExperience in building Source to target mapping sheets in discussion with source SME's and Business and working with data modelers and Data Engineers to build & validate the E2E data flowMust Telecom expTechnical proficiency regarding database design development, data models, techniques for data mining,  data profiling and segmentation.Proficiency in programming/scripting languages including SQL / No SQL/ Python", Remote , Posted 1 day ago
13, Business / Data Analyst , Randstad Technologies ,"job summary:  Description: Defines business/system requirements by facilitating user meetings and interviewing users, developing use cases, and researching and resolving issues. Participates in business analysis project planning and management by documenting and maintaining plans, managing issue logs and preparing project documentation. Analyzes current processes and recommends solutions and improved processes. May also oversee the acquisition, analysis and dissemination of subject matter knowle"," Boston, MA, USA ", Posted 1 day ago
14, Data Analyst ," New Resources Consulting, LLC ","New Resources Consulting is searching for a Data Analyst. Join an established team that is working to give our customers excellent experience!  You will be enhancing and delivering B2B and B2C relationship management.  Work closely with Marketing, Sales, and Service.  Be responsible for developing and maintaining knowledge of data sources related to our customer experience.  Work with business users to help translate data requirements in technical details. Also work with data development teams o"," Verona, WI, USA ", Posted 1 day ago
15, Data Analyst , U.S. Tech Solutions Inc. ,"Job Title: Data Analyst  Location: Remote (Englewood Cliffs, NJ 07632)  Duration: 04 Months Contract   Note: Remote – preference is on the East Coast, Willing to look outside of the East Coast (must work east coast hours). If local, has the ability to go onsite     Intake Call Notes:  Day-to-Day activities:  Monthly reporting Ticket queues   Extract meaningful data  IM operations – subset under cyber security – managers identity under Augment position for individual going on maternity leave – wi", Remote , Posted 20 days ago
16, Business Data Analyst ," Softpath System, LLC. ","Title: Business Data Analyst Location: Remote Type: Contract   Job description:   Proven working experience as a Data AnalystStrong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findingsTechnical expertise regarding data models, database design development, and data mining  Thanks & Regards, Burra Teja | Recruiter | Email:  Direct", Remote , Posted 8 days ago
17, Business Data Analyst ," Javen Technologies, Inc ","Job Title: Business Data Analyst Location: Fort Mill, SC, Hybrid Duration: 12+ Months (Extendable) Job Description Reference Data & Analytics is part of the Benchmarks & Indices Operations. The Reference Data & Analytics is a client focused, technology enabled team, producing High value & unique analytics & data derivations to drive insight and value to our internal and external stakeholders. Reference Data & Analytics is responsible for creating LSEG Intellectual Property by generating ICB Clas"," Fort Mill, SC, USA ", Posted 3 days ago
18, Data Analyst , INNOVIT USA INC ,"Data Analyst 2  HYBRID - Must be willing to work ON-SITE AT LEAST 3 days/week.LOCAL CANDIDATES ONLY  Web Cam Interview Only  Richmond, VA Virginia Department of Elections (ELECT) is seeking a Data Analyst. We are looking for people ready to locate and define new process improvement opportunities. You will work with ELECT business stakeholders to prioritize business and information needs, by analyzing and interpreting complex data sets. If you love learning new systems, doing data quality analysi", , Posted 10 days ago
19, Data Analyst Specialist , Randstad Technologies ,"job summary:  Randstad Technologies is hiring and we're looking for someone like YOU to join our team! If you are seeking a new opportunity, looking to grow in your career, or you know someone who is - we want to hear from you! Take a look at the below opportunity, or feel free to visit RandstadUSA.com to view and apply to any of our open roles.    location: Mc Lean, Virginia  job type: Contract  salary: $53.75 - 58.75 per hour  work hours: 8am to 5pm  education: Bachelors     responsibilities: "," McLean, VA, USA ", Posted 7 days ago
20, IT Data Analyst , Randstad Technologies ,"job summary: 3 - 5 years of experience creating data visualizations and dashboards Experience with big data databases using tools such as NoSQL, Prometheus, time series databases Working knowledge of visualization software using tools such as Grafana, Tableau  Know-how with tools used to mine data sources such as Tableau, R, Python Experience with filters and aggregation of data using tools such as SQL, NoSQL, Tableau, R, Python Demonstrated success working with business and technical communitie"," Remote or Overland Park, KS, USA ", Posted 9 days ago
21, Marketing Data Analyst - REMOTE , FRG Technology Consulting ,"Hello!  Are you currently looking for a new opportunity? If so, I have a role that might be just the thing. I am actively seeking a Marketing Data Analyst. This position is an urgent and looking to interview as early as this week. Below is a brief Job Description for you!  Job Description: Improve and add to existing set of dashboards to meet the business needs Work with Marketing Technology and Business Transformation colleagues to migrate dashboards to a new instance of Salesforce without disr"," Tampa, FL, USA ", Posted 1 day ago
22, Data Analyst Senior , Randstad Technologies ,"job summary:  Randstad Technologies is hiring and we're looking for someone like YOU to join our team! If you are seeking a new opportunity, looking to grow in your career, or you know someone who is - we want to hear from you! Take a look at the below opportunity, or feel free to visit RandstadUSA.com to view and apply to any of our open roles.    location: Mc Lean, Virginia  job type: Contract  salary: $63.75 - 68.75 per hour  work hours: 8am to 5pm  education: Bachelors     responsibilities: "," McLean, VA, USA ", Posted 9 days ago
23, Data Analyst , Honu Services ,"Position - Data Analyst Location - Silver Spring, MD - must be on site, not a remote position Job Summary As a part of a data analytics and support services team, the Data Analyst will support efforts providing data science, architect, and data analytics support that includes analyzing, verifying, designing, refining, modernizing, and maintaining the data model and component views within various client systems. The contractor team reviews and conducts analysis of the current data models and data"," Silver Spring, MD, USA ", Posted 26 days ago
24, Data Analyst , R2 Info ,"Requirements: Bachelor’s degree in Computer Science, Data Science, or related field. In lieu of degree, will consider combination of training, certifications, and years of experience.Minimum of five (5) years of expeience in data analysis / business intellegence.Minimum of five (5) years of practical and functional experience in data extraction, analysis, and/or reporting typically achieved through work as a: business, data, operations, compliance, or risk analyst; internal auditor; or role that", Remote , Posted 8 days ago
25, Data Analyst , Crescent Solutions Inc ,"This position is a hybrid role, about 2-3 days onsite per week in Los Angeles area Data Analyst  Responsibilities Analyze large data sets using a variety of database query and visualization toolsProvide technical expertise in extracting, integrating, and analyzing critical dataTackle short/long term quantitative/qualitative problems and questions with technical analysisPerform ongoing monitoring, automation and refinement of reports and data solutionsPerform analysis to identify and understand i"," Los Angeles, CA, USA ", Posted 6 days ago
26, Sr. Data Analyst ," Softworld, Inc. ","Job Number: 240257  Sr. Data Analyst  The Senior Data Analyst will provide data-driven insights to the organization's decision-making team. Serves a primary role in advancing the research and fulfills analytics needs across the company. Essential Responsibilities: Identifies business intelligence and reporting needs. Identifies, collects, processes, and analyzes internal and external data related to various organizational functions and initiatives. Develops complex analysis on both quantitative "," Leominster, MA, USA ", Posted 13 days ago
27, Data Analyst ," Tek Ryders, LLC ","About the jobWork options: Remote Title: Data Analyst Location: Remote, US Duration: 1 Year Contract Duties Develop visualization dashboards in Tableau, including the data prep in SQLWorkday report writer to create new Workday reports on demandManage reporting and dashboarding in Adaptive Planning toolLead ad-hoc reporting in PowerPoint and excelLead monthly report out sessions with the stakeholder partners – prepare a deck and walk through in meetingThe nature of the work is focused on creating", Remote , Posted 3 days ago
28, Technology Data Analyst , Enterprise Engineering ,"Technology Data Analyst 3 days on site in NYC, NY Long Term Consulting Opportunity The process will be 2 technical zoom interviews and 1 final round with hiring manager.   Financial Industry experience required.  Seeking a Technology Data Analyst (with Finance Domain experience) who will be responsible for the analysis, governance and management of data that is sourced into the shared data platforms that are used across LCG. This includes understanding of requested datasets, the rationalization "," New York, NY, USA ", Posted 6 days ago
29, Business Data Analyst ," IT Trailblazers, LLC ","Job Title: Business Data Analyst Location: Las Vegas, Nevada (No Remote, Day 1 on-site) This is a Full-Time opportunity and Day 1 On-site Role. This candidate should have 2-4 years of experience using Power BI. This person must be able to be licensed with the Nevada Gaming Control Board and other gaming jurisdictions. Job Description    Join a collective group of gaming industry professionals, payment technology experts and financial services leaders specialized in regulatory compliance, payment"," Las Vegas, NV, USA ", Posted 6 days ago
30, FINANCIAL Data Analyst ," Digital Intelligence Systems, LLC ","ROLE IS HYBRID ON SITE TUES/WED IN DC  TOP SKILLS  -1- ANALYTICALLY SMART  -2- FINANCIAL BACKGROUND  -3- SQL SKILLS Job Description:  Data Analyst - CITFN Roles & Responsibilities Interact with business stakeholders to gather data, reporting and analytic requirements for financial data sets Perform data analysis, data lineage, and profiling of data from source system to data repositories and reports. Responsible for data mapping to any ""to-be"" data structures.  Create specifications for Reportin"," Washington, DC, USA ", Posted 16 days ago
31, Data Analyst - Remote / Telecommute , Cynet Systems ,"We are looking for Data Analyst - Remote / Telecommute for our client in Phoenix, AZ Job Title: Data Analyst - Remote / Telecommute Job Location: Phoenix, AZ Job Type: Contract Job Description: Using automated tools to extract data from primary and secondary sources.Someone with EHR,EMR & HL7 experience with Healthcare.Removing corrupted data and fixing coding errors and related problems.Developing and maintaining databases, data systems – reorganizing data in a readable format.Performing analys"," Phoenix, AZ, USA ", Posted 2 days ago
32, Cyber Recovery Data Analyst , Randstad Technologies ,"job summary:  Responsibilities: As part of the Cyber Recovery program it is vital to measure and document multiple recovery scenarios. This role will support multiple work streams within the Cyber Resiliency program and provide suggestions on where to improve.This position will assist in gathering, evaluating and transforming recovery time information into a formula which can be re-used across multiple scenarios. In addition, they will review and analyze data of the number of assets requiring ba"," Wayne, PA, USA ", Posted 3 days ago
33, Data Analyst , Ascendion Inc. ,"Position Details:  Client:                 Financial  Job Title:             Data Analyst  Duration:            12 Months+ CTH Possible extension   Location:             Hybrid (San Antonio, TX, Columbus, OH, Wilmington, TX)  Must Haves: 3+ years of industry experience in data product/analytics field in a large-scale data environment or equivalent experience  Strong SQL skills with the ability to pull data using multiple joins, sub-queries, and advanced functions in an enterprise-scale database "," San Antonio, TX, USA ", Posted 7 days ago
34, Capital Markets Data Analyst , Experis ,"Job Title - Our client in (city, state) is looking for hardworking, motivated talent to join their team. (add 1 client specific selling statement) Don't wait  apply today! What's in it for you? Payrate or Pay range (REQUIRED FIELD) Onsite, Remote or Remote Location Specific Contract or Permanent Full time or Part Time (Add 1-2 other key selling points Ex: Opportunity for growth, on public transportation, etc.)  Job Description (Enter text)  Why should you choose ( Insert applicable team name)? M"," Charlotte, NC, USA ", Posted 7 days ago
35, Data Analyst ," Softpath System, LLC. ","Title: Data Analyst Location: Richmond, VA Type: Contract   Note: Hybrid   Job description:   ·  Proven working experience as a Data Analyst ·  Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy ·  Adept at queries, report writing and presenting findings ·  Technical expertise regarding data models, database design development, and data mining ·  Strong knowledge of and experience with "," Richmond, VA, USA ", Posted 13 days ago
36, Data Analyst ," Pyramid Consulting, Inc. ","Immediate need for a talented Data Analyst  with experience in the Industry. This is a 8+ Months Contract opportunity with long-term potential and is located in Richmond,VA(Hybrid). Please review the job description below.   Job ID: 23-15744 Pay Range: $40 - $45/hour.  Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid sick leave (depending on work location). Key Responsibilities: BAU reporting and data load failuresPartner with t"," Richmond, VA, USA ", Posted 6 days ago
37, Sr. Data Analyst | Inperson interview at MA , Amtex System Inc. ,"Amtex Systems  Inc is an information technology and talent solutions company offering talent and BI consulting to the companies in US for over 20 years.  Our solutions are designed to fill resource gaps, by providing the right candidates who deliver value to the organization. Our propensity to nurture and build strong relationships with our clients helps us better understand their business demands and gives us the ability to provide services that are on time and rise above the rest.  NOT looking"," Boston, MA, USA ", Posted 1 day ago
38, Business / Data Analyst (Charlotte) , Matlen Silver ,"Job Title: Business / Data Analyst Duration: 12-18 months Location: Onsite 2-3 days in Charlotte, NC Required Pay Scale: $50-$53 on W2 Job Summary: Project Details:  Business/Data Analysts with a background in Data Management at Financial Institutions. Must Haves  Approximately 5 years of Business Analyst / Data Analyst experienceAnalytical Skills- strong with Excel and pivot tablesFamiliarity with Enterprise Data Management Standards and Policies.Experience in a data management organization at "," Charlotte, NC, USA ", Posted 8 days ago
39, Data Analyst , CSG ,"CSG Government Solutions is a national leader in planning, managing, and supporting complex projects that modernize the information technology and business processes of large government programs. For more than 20 years, we have applied our expertise, innovation, and results-oriented mindset to the most complex program modernization projects of over 200 government and other organizations including 46 state and territory governments, the U.S. Department of Health and Human Services, the U.S. Depar", Remote , Posted 7 days ago
40, Data Analyst , Ascendion Inc. ,Opportunity for Data Analysts to work 100% Remotely  JD Title:- Data Analyst Duration:- 6 Months contract/contract to hire Location:- Remote Industry:- Healthcare  Must have:- 6-8 years of working experience required as Data Analyst. Strong SQL experience. Healthcare experience is mandatory. Data claims experience is a Plus.," Minneapolis, MN, USA ", Posted 23 days ago
41, Data Analyst ," IT Trailblazers, LLC ","Design and integration of BWSC data systems using Power BI and MS Access.Power BI system analysis is required.  This position includes a wide range of responsibilities including support of Information Systems in Boston and design and integration of BWSC data systems using Power BI and MS Access.  Power BI system analysis is required.  Knowledge of applicable laws, regulations, and practices as they relate to the protection of public health, welfare, and the environment.  A wide-ranging knowledge"," Boston, MA, USA ", Posted 6 days ago
42, Senior Data Analyst , McKinsol Consulting Inc ,"Hybrid role !! w2 candidate !! Absolute must: Researching data, data mapping, STTM, strong documentation, complex SQL queries Skills: Strong technical knowledge / expertise; experienced in data research, strong technical requirements gathering; strong SQL knowledge and data retrieval skills required; knowledge of COBOL / DB2 / Informatica a plus. Ability to use SAS is a plus."," Deerfield Beach, FL, USA ", Posted 9 days ago
43, System Data Analyst , PETADATA ,"PETADATA is currently looking to hire a System Data Analyst. for their team. This is a C2C role, who is highly capable of and deeply passionate about understanding and translating customer needs into actionable development plans and strong technical and excellent communication and social skills, which can assist in gathering requirements and facilitating conversations and implementing thorough documentation.   PETADATA was established primarily to Provide all kinds of careers in IT, including IT"," Atlanta, GA, USA ", Posted 1 day ago
44, Jr Data Analyst , Wimmer Solutions ,"Our client is looking for a Jr Data Analyst. This is 100% Remote role.  ""Must be able to work for a US based company without requiring visa sponsorship."" WHAT YOU GET TO DO Responsible for data de-duplication (matching and merging data), data cleansing (matching, linking, updating records, such as organization records, in batch and real time), hierarchy management (identifying, creating, correcting, update, and maintaining complex relationships among parent and child records),Responsible in data", Remote , Posted 20 days ago
45, Business Data Analyst- Remote / Telecommute , Cynet Systems ,"We are looking for Business Data Analyst - Remote / Telecommute for our client in Framingham, MA Job Title: Business Data Analyst - Remote / Telecommute Job Location: Framingham, MA Job Type: Contract Job Description: Pay Range $50hr - $55hr At least 7-8 years as BA of which 2+ years in retail/CPG domain.At least 2 data warehouse projects as BA or Business Data Analyst.Should have worked as BA in Agile projects and knows how to define epics, write stories, size stories.Nice to have: Familiarity "," Framingham, MA, USA ", Posted 3 days ago
46, Data Analyst/Business Analyst , Randstad Technologies ,"job summary:  Position Summary Responsible for developing and delivering end to end software solutions to accomplish business goals. Possess programming, Data Analysis and Business Analysis experience with overall 8-10 years of IT experience. Participate in design, development and implementation of solutions aligning to stakeholders business goals. Be a channel between business and technology teams, by translating business requirements into relevant technology objectives and vice versa.Develop d"," Charlotte, NC, USA ", Posted 24 days ago
47, BI Data Analyst (Insurance) , MDMS Recruiting ,"MDMS is recruiting for a Business Intelligence Data Analyst for a P&C Insurance firm in the US. You will work remotely to support BI and Data projects. Prior experience in the insurance sector (preferably in P&C) is required. You will be responsible for data analysis, reporting, and visualization efforts across the organization. You will help create dashboards, database objects, forecasts, and reports. You will also help develop and manage BI solutions, collect/manage/audit data from multiple so", Remote , Posted 3 days ago
48, Data Analyst - SCM , NR Consulting LLC ,"Job Description (If Remote Only, make sure 100% remote is mentioned in the Job Description) Job Title: Data Analyst - SCMWork Location: Auburn Hills/Detroit – 48326 office 2-3 times per week (5%Travel)Duration: 9 Months Minimum QualificationsEducation:• Bachelor’s degree in computer science in computer science, information systems, statistics or related field.Experience:• 5+ years of experience in data analytics or data science roles or systems management roles• Background experience on GSM proc"," Auburn Hills, MI, USA ", Posted 7 days ago
49, Marketing Data Analyst (Mid-Level) , Neal Analytics LLC ,"BI Data Analyst (Mid-Level) Location: Remote  Duration: 6+ Months, Potential to extend further Job Description: The Business Intelligence (BI) Analyst role identifies business intelligence, reporting, and data analysis needs. They work closely with clients and IT teams to turn data into critical information and knowledge that can be used to make sound business decisions. They provide data that is accurate, congruent and reliable, and ensure the information is easily available to users for direct", Remote , Posted 2 days ago
50, Senior Data Analyst/Lead (Charlotte) , Experis ,"Job Title - Data Analyst Banking Client  Location - 150 North College Street Charlotte NC 28202 United States  Job type - Temp/Contract  Work Type - Hybrid (2 or 3 days onsite) Job Description A team of strategic thinkers that maintain governance and oversight of critical Global Technology program execution and issues resolution that have significant impact on how the company does business, provides a product or service, or executes a function. The team is looking for a Data Analyst skilled at r"," Charlotte, NC, USA ", Posted 8 days ago
51, Business Data Analyst ," Digital Intelligence Systems, LLC ","SQL Data/Business Analyst (Financial Services Experience Preferred) - 100% Remote  Must Have:  7-10+ years experience working with SQL / as a Data Analyst / Business Analyst  Financial Services experience (or insurance could work but not preferred).  SQL: Querying Stored Procedures Performance Tuning Table Joins / Merges  Snowflake: Querying data sets Schemas General experience and understanding of the  Nice to have: Knowing the Snowflake UI tool - ""snowsight"" Optimize / Compute Server-less Task", Remote , Posted 16 days ago
52, Data Analyst , Primary Talent Partners ,"Primary Talent Partners has a 6-month contract for a Database Administrator with our great health science client of ours in the St. Louis, MO area. Only open to local candidates, must be willing to work on a hybrid schedulePay: $40 - $50/hr - W2The job involves analyzing and documenting the current SQL scripts flow and assisting in daily support. We are looking for a strong SQL candidate Education and Work Experience Requirements: 3+ years with RDBMS, TD and Google Cloud Platform big Query is pr"," St. Louis, MO, USA ", Posted 8 hours ago
53, Data Analyst , Jones Grove IT Recruiting ,"Data Analyst – Healthcare Claims Remote Contract Position   This Claims Data Analyst position will require a data analyst with specific healthcare claims experience and knowledge.   You will gather, analyze, and present claims data in this role.   This position requires a wide range of expertise and experience in healthcare claims, as well as a high degree of familiarity with future claims trends.     Responsibilities: Develop key reporting elements included within the population performance ana", Remote , Posted 23 days ago
54, Data Analyst with QA Experience - Remote , Enexus Global ,"Role :- Data Analyst with Some QA Experience  Location :- Remote  Contract Type :- W2 only MATCH TO/TOP SKILLS:  Senior Engineer Senior Data Analyst and QA Engineer (75% Senior Data Analyst role and 25% QA Engineer role) Translate business requirements into software requirements. Develop and participate in the review of requirements, data mappings, use cases and other artifacts and clearly communicate to both the business and technical team members the system requirements. Demonstrate the abilit", Remote , Posted 14 days ago
55, Clinical/Medical Data Analyst ," Sunrise Systems, Inc. ","Our client, a leading medical devices company is looking for a Clinical/Medical Data Analyst. This is for an initial duration of 12 months and is located in Miami, FL.   The essential requirements of the job include: ·  Bachelor's degree (Master's preferred) in clinical data science, data analytics, statistics, life sciences or related fields with 5+ years of experience. ·  3+ years of experience with Electronic Medical Record data (Epic, Cerner, etc.) ·  Require experience with Python for data "," Miami, FL, USA ", Posted 9 days ago
56, Data Analyst with P&C Insurance Experience - FULL TIME , Keylent ,Immediate Need - Sr Data Analyst with Insurance (P&C - property & Casualty) experience - Onsite/Hybrid -," Charlotte, NC, USA ", Posted 6 days ago
57, Middle Office Data Analyst , Signature Consultants ,"Job Summary:  Signature Consultants is seeking a Middle Office Data Analyst for an opportunity with a client located in Charlotte, NC. Responsibilities: Compiles and analyzes financial information for an organization Develops integrated revenue/expense analyses, projections, reports, and presentations Responsible for conducting financial analysis projects (e.g., capital versus expense, ROI, resource allocations, budget preparation, etc.) and special statistical studies Creates and analyzes month"," Charlotte, NC, USA ", Posted 19 days ago
58, Sr. Data Analyst , Ledelsea ,"Key Tasks: Managing data sets Developing visualizations,reports and dashboards Troubleshooting data issues.  Requirements: Microsoft PowerBI Other MS reporting tools – MS SQL Service Business Intelligence stack (SSAS, SSIS, SRS), Excel, Power Query High attention to detail. Experience creating data models and strong visualizations Eye for design"," Orlando, FL, USA ", Posted 2 days ago
59, Business Data Analyst , Starr Companies ,"Starr Insurance Companies is a global insurance and investment organization providing property and casualty insurance solutions to business and industry, and one of the fastest-growing insurance companies in the world. Our talented and experienced associates manage risk and ultimately support the profitable growth of organizations in a dynamic, competitive, and ever-changing marketplace. Join us and become part of our talented and passionate workforce.  Starr Companies is seeking an experienced "," New York, NY, USA ", Posted 17 days ago
60, Financial Data Analyst , nTech Solutions ,"Terms of Employment W2 Contract, 12 Months (Likely Extension / Permanent Conversion)This is a hybrid position. Candidates must be comfortable working onsite in Baltimore, MD (21202) three days per week (with Wednesday mandatory) and remotely two days per week.The schedule for this position is 7:00 AM – 3:30 PM (EST).Overview Our client is looking for an individual with a blended Data Analyst and System Analyst skillset to join the Vegetation Management Team. Week-to-week, high level responsibili"," Baltimore, MD, USA ", Posted 1 day ago
61, Senior Data Analyst , TalentFish LLC ,"Job Title: Senior Data Analyst Primary Location: Hybrid- Location Options: Baton Rouge, LA; Rosemont, IL; Cedar Rapids or Des Moines, IA (2 days onsite, 3 days WFH) Position Type: Direct Hire  Overview TalentFish is casting a line for a Senior Data Analyst with our high-growth client! This is a direct hire role, open to candidates residing near the following locations: Baton Rouge, LA; Cedar Rapids, IA, Rosemont, IL; or Des Moines, IA.  The role of the Senior Data Analyst is to deliver business "," Rosemont, IL, USA ", Posted 13 days ago
62, Financial Data Analyst , Prudent Technologies and Consulting ,"FINANCIAL DATA ANALYST  1 to 2 Months Contract to Hire Irving, TX; In-office Bonus + full benefits upon conversion to Full Time Employee   REQUIRED: Very strong PowerBI and SQL skills   PREFERRED: NetSuite experience    If you are interested in this opportunity, please apply here or send your resume directly to Brittany at !   The Financial Data Analyst will be part of the Accounting and Finance group and will be responsible for evaluating large amounts of data and providing insights into busine"," Irving, TX, USA ", Posted 1 day ago
63, Data Analyst ," Softworld, Inc. ","Data Analyst  6+ month contract  Hybrid - 3 days onsite per week at Dallas, TX or Miami, FL office.  Job Description: Serve as subject matter expert for critical data and analytics assets and help users find and access the information they need. Analyze, understand, and provide mappings for data requests to support the data products team. Facilitate standardization of business definitions by identifying key business terms for standardization, working with the appropriate stakeholders to converge"," West Miami, FL, USA ", Posted 15 days ago
64, Capital Markets Business/Data Analyst , Randstad Technologies ,"job summary:  Randstad Technologies is hiring and we're looking for someone like YOU to join our team! If you are seeking a new opportunity, looking to grow in your career, or you know someone who is - we want to hear from you! Take a look at the below opportunity, or feel free to visit RandstadUSA.com to view and apply to any of our open roles.    location: Charlotte, North Carolina  job type: Contract  salary: $58.70 - 63.70 per hour  work hours: 8am to 5pm  education: Bachelors     responsibi"," Charlotte, NC, USA ", Posted 12 days ago
65, Data Analyst(Migration) , Avanciers LLC ,"Avanciers is a premier IT Staffing/Consulting organization and we are currently recruiting for Contract role for one of our premier client's based in Mclean, VA Onsite  Data Analyst(Migration)   Role : Data Analyst(Migration) Location: McLean, VA Duration: 12 Months   Data Integration Lead – 221987 ""Data Analyst(Migration) Good knowledge in relational database as well as No-SQL DB. Ability to extract complex business logic from StoreProc / Triggers etc. Strategize and plan to migrate the data an"," McLean, VA, USA ", Posted 31 days ago
