title,company,skills,city,state,type,salary,salary_type,salary_min,salary_max,salary_median,posted_date,origin
Data Scientist,Zeektek,"Data Scientist, Python, Teradata, Oracle, SQL Server",,,Onsite,$70 - $75,yearly,70000,75000,72500,4/14/2023,dice.com
Data Scientist,Eliassen Group,,Charlotte,NC,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,Xoriant Corporation,"Data Science/Data Scientist, ML/ML, NLP, Oracle, Python/R, SQL, Big Data, Data Analyst",Tampa,FL,Hybrid,$80 - $85,yearly,80000,85000,82500,3/23/2023,dice.com
Data Scientist,Spar Information Systems,"Python, ML",Sunnyvale,CA,Onsite,,,,,,4/14/2023,dice.com
Data Scientist,High Country Search Group,"Data Science, Phd, MLops, NLP",New York,NY,Onsite,"$170,000 - $215,000",yearly,170000,215000,192500,4/11/2023,dice.com
Data Scientist,Yash Solutions LLC,"Data Scientist, ML, Python, AWS, Sagemaker, Athena, Glue, SQL",Greenville,SC,Onsite,Depends on Experience,,,,,2/28/2023,dice.com
Data Scientist,Kforce Technology Staffing,,Cincinnati,OH,Onsite,$47 - $51 hourly,hourly,47,51,49,4/13/2023,dice.com
Data Scientist,IT Concepts Inc,"Statistical Analysis, ML, ML Model, Natural Language Processing, NLP, SQL, Advanced Queries, Python, SAS, R Program, Enterprise Data, Data Manipulation, Data Visualization, Data Analytics, Tableau",Woodlawn,MD,Onsite,"$100,000 - $140,000",yearly,100000,140000,120000,3/2/2023,dice.com
Data Scientist,Kforce Technology Staffing,,Redmond,WA,Onsite,$55 - $70 hourly,hourly,55,70,62.5,4/11/2023,dice.com
Data Scientist,Peterson Technology Partners,Data Mining,,,Onsite,Depends on Experience,,,,,3/31/2023,dice.com
Data Scientist,Meridianservices LLC.,Data Scientist,Dallas,TX,Onsite,Depends on Experience,,,,,2/9/2023,dice.com
Data Scientist,CitiusTech,"Data Science, Elastic Search, Mongodb, Multivariate Testing, Predictive Analytics, Statistical Analysis, Pandas, Pig, Python, Scala, Data Modeling, ML",,,Onsite,Depends on Experience,,,,,4/11/2023,dice.com
Data Scientist,Indotronix International Corp,"Analytics, Python, SQL",Portland,OR,Onsite,$100 - $110,yearly,100000,110000,105000,4/4/2023,dice.com
Data Scientist,CMCI,"Data Scientist, Business Objects, Cluster Analysis",,,Onsite,Depends on Experience,,,,,3/6/2023,dice.com
Data Scientist,Apex Systems,,Richmond,VA,Onsite,,,,,,4/6/2023,dice.com
Data Scientist,ADDSOURCE,"Python, SQL, Kafka, NLP",Jersey City,NJ,Onsite,,,,,,4/11/2023,dice.com
Data Scientist,Motion Recruitment,,Los Angeles,CA,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,"ATR International, Inc.",,San Mateo,CA,Onsite,,,,,,4/14/2023,dice.com
Data Scientist,ALTA IT Services,"Power BI, Tableau, Cloud Computing, Automated Pipeline Building, Data Modeling, SQL, Python",Cincinnati,OH,Onsite,Up to $80,hourly,,80,80,4/6/2023,dice.com
Data Scientist,Xcelo Group Inc,,Dallas,TX,Onsite,,,,,,4/4/2023,dice.com
Data Scientist,Robert Half,"Python, Computer, SQL, Mathematical",Chicago,IL,Onsite,$100000.00 to $125000.00 yearly,yearly,100000,125000,112500,4/14/2023,dice.com
Data Scientist,Dew Software,"Data Scientist, ML, Communication Skills, Data Architecture, Problem - Solving Skills, Python, Data Engineering",,,Onsite,Depends on Experience,,,,,2/14/2023,dice.com
Data Scientist,Kforce Technology Staffing,,Redmond,WA,Onsite,$40 - $52 hourly,hourly,40,52,46,4/10/2023,dice.com
Data Scientist,"TSR Consulting Services, Inc.","Python, Matlab, Oracle, SQL, Consulting",Princeton,NJ,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,Wipro Ltd.,,Tampa,FL,Onsite,,,,,,4/14/2023,dice.com
Data Scientist,Eliassen Group,,Herndon,VA,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,Odesus,"AI, AI, Python, R, SQL, DBMS, SAS, Stata, SPSS, Sagemaker, Tensorflow, Kafka, Spark, Hadoop",Los Angeles,CA,Onsite,"$120,000 - $175,000",yearly,120000,175000,147500,4/10/2023,dice.com
Data Scientist,Eliassen Group,,Herndon,VA,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,Jobot,,New York,NY,Onsite,"$120,000 - $140,000 per year",yearly,120000,140000,130000,4/4/2023,dice.com
Data Scientist,Pax8,,Greenwood Village,CO,Onsite,,,,,,4/8/2023,dice.com
Data Scientist,Robert Half,"SQL, Excel, Python",Cherry Hill,NJ,Onsite,$100000.00 to $120000.00 yearly,yearly,100000,120000,110000,4/9/2023,dice.com
Data Scientist,Motion Recruitment,,Houston ,TX,Onsite,,,,,,3/29/2023,dice.com
Data Scientist,Maddisoft,,Houston,TX,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,Apex Systems,,Indianapolis,IN,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,ApTask,"Python, SQL, Bert, NLP",,,Onsite,$60 - $70,yearly,60000,70000,65000,4/11/2023,dice.com
Data Scientist,Jobot,,Herndon,VA,Onsite,"$140,000 - $170,000 per year",yearly,140000,170000,155000,4/12/2023,dice.com
Data Scientist,Irvine Technology Corporation (ITC),,Los Angeles,CA,Hybrid,"USD120,000 - USD175,000",yearly,120000,175000,147500,4/11/2023,dice.com
Data Scientist,Kforce Technology Staffing,,Fairfax,VA,Onsite,$59.50 - $80.50 hourly,hourly,59.5,80.5,70,4/3/2023,dice.com
Data Scientist,SAIC,"Research, Laboratory, Modeling, Computer, Engineering, Python, Security",Monterey,CA,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,Novateur Technologies Inc.,"Statistical Modeling, Bayesian Model, Impact Model",Dallas,TX,Onsite,Depends on Experience,,,,,4/4/2023,dice.com
Data Scientist,Travelers,,Hartford,CT,Onsite,"$164,600.00 - $271,500.00",yearly,164600,271500,218050,4/12/2023,dice.com
Data Scientist,Global Data Consultants,,Carlisle,PA,Onsite,,,,,,3/24/2023,dice.com
Data Scientist,Aerospace Corporation,,Chantilly,VA,Onsite,,,,,,4/6/2023,dice.com
Data Scientist,Net2Source Inc.,,Lawrenceville,NJ,Onsite,$1 - $64.28 hr,hourly,1,64.28,32.64,4/12/2023,dice.com
Data Scientist,Jefferson Frank,"AI, ML, Data",Falls Church,VA,Onsite,$200000 - $220000 per annum,yearly,200000,220000,210000,4/12/2023,dice.com
Data Scientist,Atyeti,"Python, AWS, Scala, Spark",Washington,DC,Onsite,$70 - $80,yearly,70000,80000,75000,4/10/2023,dice.com
Data Scientist,Atyeti,"Python, Scala, Spark, ML, AWS",,,Onsite,Depends on Experience,,,,,4/10/2023,dice.com
Data Scientist,Pax8,,Greenwood Village,CO,Onsite,,,,,,4/8/2023,dice.com
Data Scientist,TEKHiring,ML,Austin,TX,Onsite,$40 - $50,yearly,40000,50000,45000,3/17/2023,dice.com
Data Scientist,Robert Half,"Python, Mathematical",Johnston,IA,Onsite,,,,,,4/4/2023,dice.com
Data Scientist,W3Global,"ML, Python, SQL, Neural Networks, Natural Language Processing/Computer Vision, Tensorflow, Pytorch, Sklearn, Rest APIs, Docker/Kubernetes, Azure/AWS Clouds",Santa Clara,CA,Onsite,USD120000.0/ANNUAL - USD160000.0/ANNUAL,yearly,120000,160000,140000,4/12/2023,dice.com
Data Scientist,Darwin Recruitment,Data Science,Dallas,TX,Onsite,$140000.00 - $180000.00 per annum,yearly,140000,180000,160000,3/21/2023,dice.com
Data Scientist,ADDSOURCE,"Kafka, Hadoop, ML, Docker, AI Solution",Jersey City,NJ,Onsite,,,,,,4/10/2023,dice.com
Data Scientist,"Capgemini America, Inc.","Telematics, Python, Snowflake, Oracle, AWS Services",Hartford,CT,Onsite,Depends on Experience,,,,,4/11/2023,dice.com
Data Scientist,Travelers,,Hartford,CT,Onsite,"$121,700.00 - $200,800.00",yearly,121700,200800,161250,4/14/2023,dice.com
Data Scientist,"Korn Ferry/RELX, Inc. RPO",Legal,,,Onsite,Depends on Experience,,,,,4/11/2023,dice.com
Data Scientist,Motion Recruitment,,Irvine ,CA,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,Motion Recruitment,,Houston,TX,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,Motion Recruitment,,San Diego,CA,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,Veear,"NLP, SQL, Tableau",Sunnyvale,CA,Onsite,$45 - $90,yearly,45000,90000,67500,3/24/2023,dice.com
Data Scientist,Eliassen Group,,Charlotte,NC,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,Info Dinamica Inc,"ML, Image Filtering, BInary Morphology, Perspective / Affine Transformation, Edge Detection, Tracking, Regression, Unsupervised Learning, Pca",Santa Clara,CA,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,FirstParty,"Python, SQL",,,Onsite,$70 - $90,yearly,70000,90000,80000,3/24/2023,dice.com
Data Scientist,MAXAR Technologies,,Arlington,VA,Onsite,,,,,,3/13/2023,dice.com
Data Scientist,Amica,,Lincoln,RI,Remote,See Job Description,,,,,3/28/2023,dice.com
Data Scientist,Apex Systems,,Lenexa,KS,Onsite,,,,,,3/14/2023,dice.com
Data Scientist,Concentrix Catalyst,Network,,,Onsite,,,,,,4/1/2023,dice.com
Data Scientist,"firstPRO, Inc","SQL, R, Python",,,Onsite,"$90,000 - $120,000",yearly,90000,120000,105000,3/29/2023,dice.com
Data Scientist,"SystemDomain, Inc.",,Hartford,CT,Onsite,,,,,,3/9/2023,dice.com
Data Scientist,Motion Recruitment,,Los Angeles,CA,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,SHOP.COM / Market America,"Pytorch, Tensorflow, scikit-Learn, Python, SQL",,,Onsite,Depends on Experience,,,,,3/27/2023,dice.com
Data Scientist,General Mills,,Minneapolis,MN,Remote,Depends on Experience,,,,,4/4/2023,dice.com
Data Scientist,Eliassen Group,,Charlotte,NC,Onsite,,,,,,3/16/2023,dice.com
Data Scientist,Surya Systems,"SQL, Python",,,Remote,$Market,,,,,1/13/2023,dice.com
Data Scientist,Stellar Consulting Solutions,,Santa Clara,CA,Onsite,,,,,,3/27/2023,dice.com
Data Scientist,AccruePartners,"Python, Domino",,,Onsite,,,,,,3/16/2023,dice.com
Data Scientist,Kelly,"Computer, Engineering, Python, Embedded, Developer, IT",Denver,CO,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,Infinity Consulting Solutions,"Python, SQL, Application, Modeling, Web, Consulting, ICS, Accounting",Lisle,IL,Onsite,,,,,,3/23/2023,dice.com
Data Scientist,Motion Recruitment,,Houston,TX,Onsite,,,,,,4/7/2023,dice.com
Data Scientist,Motion Recruitment,,Salt Lake City,AZ,Onsite,,,,,,4/5/2023,dice.com
Data Scientist,Motion Recruitment,,Arlington,VA,Onsite,,,,,,3/3/2023,dice.com
Data Scientist,Eliassen Group,,Stamford,CT,Onsite,,,,,,3/2/2023,dice.com
Data Scientist,EKIN Solutions Inc,"ML, Hadoop Ecosystem, Spark",,,Onsite,"$100,000 - $140,000",yearly,100000,140000,120000,3/16/2023,dice.com
Data Scientist,Centraprise Corp,Python,,,Onsite,$DOE,,,,,3/2/2023,dice.com
Data Scientist,New York Life Insurance Company,"AI, Analytical, IT, Python, SQL, Oracle, Sales, Foundation",,,Onsite,,,,,,3/27/2023,dice.com
Data Scientist,Apex Systems,,Johnston,IA,Onsite,,,,,,3/10/2023,dice.com
Data Scientist,Quantum Vision LLC,R,Jersey City,NJ,Onsite,,,,,,3/30/2023,dice.com
Data Scientist,Software Guidance & Assistance,,San Francisco,CA,Onsite,$90.0 - $105.0,yearly,90000,105000,97500,3/9/2023,dice.com
Data Scientist,Robert Half,"It, Engineering, Computer, SQL, Python, Analysis, Networks",Houston,TX,Onsite,$61.75 to $71.50 hourly,hourly,61.75,71.5,66.63,3/10/2023,dice.com
Data Scientist,"ConsultNet, LLC","Director, Computer, Physics, Engineering, Python, SQL, AWS",Rockville,MD,Onsite,,,,,,3/16/2023,dice.com
Data Scientist,Skilltune,"emass, xacta",New York,NY,Onsite,$40 - $55,yearly,40000,55000,47500,3/20/2023,dice.com
Data Scientist,"KMM Technologies, Inc","Hadoop, Analytics, AWS, ML, Hive",Reston,VA,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,Motion Recruitment,,Watertown,MA,Onsite,,,,,,4/8/2023,dice.com
Data Scientist,HII Mission Technologies,,San Antonio,TX,Onsite,,,,,,3/2/2023,dice.com
Data Scientist,Benchmark IT- Technology Talent,"Data Science, Stem, AI, ML, Ds, Python, R, Matlab, Tensorflow, Tesseract, Pytorch, Keras, CI/CD, AWS, Azure, GCP, Github, Bitbucket, Google Colab, Kaggle, Communication",Greenwich,CT,Hybrid,Depends on Experience,,,,,2/28/2023,dice.com
Data Scientist,Motion Recruitment,,Boston,MA,Remote,,,,,,4/3/2023,dice.com
Data Scientist,Xoriant Corporation,"Python, Unix, Oracle",Tampa,FL,Hybrid,$70 - $80,yearly,70000,80000,75000,4/5/2023,dice.com
Data Scientist,Infinity Consulting Solutions,"Analytical, Engineer, Computer, Research, Consulting, ICS, Accounting",Houston,TX,Onsite,,,,,,3/11/2023,dice.com
Data Scientist,Motion Recruitment,,Philadelphia,PA,Onsite,,,,,,3/4/2023,dice.com
Data Scientist,Motion Recruitment,,San Diego ,CA,Onsite,,,,,,2/15/2023,dice.com
Data Scientist,Motion Recruitment,,Torrance ,CA,Onsite,,,,,,2/15/2023,dice.com
Data Scientist,Motion Recruitment,,Carlsbad,CA,Onsite,,,,,,2/15/2023,dice.com
Data Scientist,Motion Recruitment,,Irvine ,CA,Onsite,,,,,,2/14/2023,dice.com
Data Scientist,Motion Recruitment,,Los Angeles,CA,Onsite,,,,,,2/14/2023,dice.com
Data Scientist,SAIC,"Management, Systems, Python, NLP",Macdill AFB,FL,Onsite,,,,,,2/24/2023,dice.com
Data Scientist,AccruePartners,"It, Engineers, Engineering, Computer, Systems, Python, SQL",Fort Mill,SC,Onsite,,,,,,2/24/2023,dice.com
Data Scientist,"K2 Partnering Solutions, Inc.","Python, ML",,,Onsite,$50 - $60,yearly,50000,60000,55000,3/13/2023,dice.com
Data Scientist,BNY Mellon Corporation,"Analysis, Python, Java, Matlab, SQL, Foundation",Pittsburgh,PA,Onsite,,,,,,2/23/2023,dice.com
Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation",Pittsburgh,PA,Onsite,,,,,,2/23/2023,dice.com
Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation",Lake Mary,FL,Onsite,,,,,,2/23/2023,dice.com
Data Scientist,Motion Recruitment,,Dallas,TX,Hybrid,,,,,,3/7/2023,dice.com
Data Scientist,Motion Recruitment,,Washington,DC,Onsite,,,,,,3/3/2023,dice.com
Data Scientist,ABN TECH CORP,"Python, ML, Arima, Sarima",San Francisco,CA,Onsite,$60 - $70,yearly,60000,70000,65000,4/14/2023,dice.com
Data Scientist,"Pyramid Consulting, Inc.","Data Scientist, Python, AI, ML",Irving,TX,Onsite,$70 - $90,yearly,70000,90000,80000,3/16/2023,dice.com
Data Scientist,Xcelligen Systems Inc.,"Python, Postgres, Tableau, Oracle, SQL, OCR, AI, Business Intelligence, NLP, ETL, AI",,,Onsite,Depends on Experience,,,,,3/20/2023,dice.com
Data Scientist,Peterson Technology Partners,Data Mining,,,Onsite,Depends on Experience,,,,,3/31/2023,dice.com
Data Scientist,Indotronix International Corp,"Analytics, Python, SQL",Portland,OR,Onsite,$100 - $110,hourly,100000,110000,105000,4/4/2023,dice.com
Data Scientist,Xcelo Group Inc,,Dallas,TX,Onsite,,,,,,4/4/2023,dice.com
Data Scientist,Maddisoft,,Houston,TX,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,Novateur Technologies Inc.,"Statistical Modeling, Bayesian Model, Impact Model",Dallas,TX,Onsite,Depends on Experience,,,,,4/4/2023,dice.com
Data Scientist,Net2Source Inc.,,Lawrenceville,NJ,Onsite,$1 - $64.28 hr,hourly,1,64.28,32.64,4/12/2023,dice.com
Data Scientist,Atyeti,"Python, AWS, Scala, Spark",Washington,DC,Onsite,$70 - $80,yearly,70000,80000,75000,4/10/2023,dice.com
Data Scientist,W3Global,"ML, Python, SQL, Neural Networks, (Natural Language Processing/Computer Vision), Tensorflow, Pytorch, Sklearn, Rest APIs, Docker/Kubernetes, Azure/AWS Clouds",Santa Clara,CA,Onsite,USD120000.0/ANNUAL - USD160000.0/ANNUAL,yearly,120000,160000,140000,4/12/2023,dice.com
Data Scientist,Veear,"NLP, SQL, Tableau",Sunnyvale,CA,Onsite,$45 - $90,yearly,45000,90000,67500,3/24/2023,dice.com
Data Scientist,Info Dinamica Inc,"ML, Image Filtering, BInary Morphology, Perspective / Affine Transformation, Edge Detection, Tracking., Regression, Unsupervised Learning, Pca.",Santa Clara,CA,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,"SystemDomain, Inc.",,Hartford,CT,Onsite,,,,,,3/9/2023,dice.com
Data Scientist,Surya Systems,"SQL, Python",,,Remote,$Market,,,,,1/13/2023,dice.com
Data Scientist,Stellar Consulting Solutions,,Santa Clara,CA,Onsite,,,,,,3/27/2023,dice.com
Data Scientist,Quantum Vision LLC,R,Jersey City,NJ,Onsite,,,,,,3/30/2023,dice.com
Data Scientist,Software Guidance & Assistance,,San Francisco,CA,Onsite,$90.0 - $105.0,yearly,90000,105000,97500,3/9/2023,dice.com
Data Scientist,Robert Half,"IT, Engineering, Computer, SQL, Python, Analysis, Networks",Houston,TX,Onsite,$61.75 to $71.50 hourly,hourly,61.75,71.5,66.63,3/10/2023,dice.com
Data Scientist,"KMM Technologies, Inc","Hadoop, Analytics, AWS, ML, Hive",Reston,VA,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,AccruePartners,"IT, Engineers, Engineering, Computer, Systems, Python, SQL",Fort Mill,SC,Onsite,,,,,,2/24/2023,dice.com
Data Scientist,Denken Solutions,"Classical ML, Statistics Structured, Performance Metrics, Data Pre-Processing, Neural or NLP, AB Testing",,WI,Onsite,USD Depends on Experience,,,,,4/14/2023,dice.com
Data Scientist,Taras Technology LLC,"Data Scientist, NLP, Deep Learning, Text Mining, Probabilistic, Pyspark, Java, Hadoop, Hive, Spark",Alpharetta,GA,Onsite,$65 - $70,yearly,65000,70000,67500,4/14/2023,dice.com
Data Scientist,Xcelligen Systems Inc.,"Python, Postgres, Tableau, Oracle, SQL, OCR, AI, Business Intelligence, NLP, ETL, AI",,,Onsite,Depends on Experience,,,,,3/20/2023,dice.com
Data Scientist,Spar Information Systems,"Python, ML",Sunnyvale,CA,Onsite,,,,,,4/14/2023,dice.com
Data Scientist,Peterson Technology Partners,Data Mining,,,Onsite,Depends on Experience,,,,,3/31/2023,dice.com
Data Scientist,Atyeti,"Python, AWS, Scala, Spark",Washington,DC,Onsite,$70 - $80,yearly,70000,80000,75000,4/10/2023,dice.com
Data Scientist,TEKHiring,ML,Austin,TX,Onsite,$40 - $50,yearly,40000,50000,45000,3/17/2023,dice.com
Data Scientist,Veear,"NLP, SQL, Tableau",Sunnyvale,CA,Onsite,$45 - $90,yearly,45000,90000,67500,3/24/2023,dice.com
Data Scientist,Info Dinamica Inc,"ML, Image Filtering, BInary Morphology, Perspective / Affine Transformation, Edge Detection, Tracking, Regression, Unsupervised Learning, Pca",Santa Clara,CA,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,Stellar Consulting Solutions,,Santa Clara,CA,Onsite,,,,,,3/27/2023,dice.com
Data Scientist,Robert Half,"It, Engineering, Computer, SQL, Python, Analysis, Networks",Houston,TX,Onsite,$61.75 to $71.50 hourly,hourly,61.75,71.5,66.63,3/10/2023,dice.com
Data Scientist,Motion Recruitment,, washington,DC,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,"KMM Technologies, Inc","Hadoop, Analytics, AWS, ML, Hive",Reston,VA,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,Xoriant Corporation,"Python, Unix, Oracle",Tampa,FL,Hybrid,$70 - $80,yearly,70000,80000,75000,4/5/2023,dice.com
Data Scientist,Apex Systems,,Bentonville,AR,Onsite,,,,,,2/10/2023,dice.com
Data Scientist,State Farm,,Tempe,AZ,Onsite,,,,,,3/1/2023,dice.com
Data Scientist,Satsyil Corporation,AI,,,Onsite,$80 - $90,yearly,80000,90000,85000,3/9/2023,dice.com
Data Scientist,Cohesive Technologies LLC,Data Scientist,Mountain View,CA,Onsite,,,,,,4/14/2023,dice.com
Data Scientist,Clearbridge Technology Group,Data Scientist,Stamford,CT,Onsite,Depends on Experience,,,,,4/12/2023,dice.com
Data Scientist,Randstad Technologies,Data Scientist,Saint Louis,MO,Onsite,USD54 - USD64,hourly,54000,64000,59000,4/15/2023,dice.com
Data Scientist,Randstad Technologies,Data Scientist,Saint Louis,MO,Onsite,USD61 - USD81,hourly,61000,81000,71000,4/15/2023,dice.com
Data Scientist,Randstad Technologies,Data Scientist,Charlotte,NC,Onsite,USD71 - USD81,hourly,71000,81000,76000,4/12/2023,dice.com
Data Scientist,Randstad Technologies,Data Scientist,Redmond,WA,Onsite,USD39 - USD49,hourly,39000,49000,44000,4/10/2023,dice.com
Data Scientist,Codeforce 360,Data Scientist,Minneapolis,MN,Remote,,,,,,4/11/2023,dice.com
Data Scientist,Randstad Technologies,Data Scientist,Portland,OR,Onsite,USD105 - USD109,hourly,105000,109000,107000,4/6/2023,dice.com
Data Scientist,Ascendion Inc.,"Data Scientist, Python, R, SQL, Data Mining",Greenwood Village,CO,Onsite,USD70.0000 - USD75.0000,hourly,70,75,72.5,4/13/2023,dice.com
Data Scientist,E-Deft,"Claims, Healthcare",,,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,Phaidon International,Data Scientist,,TX,Onsite,$90000 - $100000 per annum,yearly,90000,100000,95000,3/30/2023,dice.com
Data Scientist,U.S. Tech Solutions Inc.,Data Science,,,Onsite,Depends on Experience,,,,,4/5/2023,dice.com
Data Scientist,QATOS LLC,Data Scientist,,,Onsite,,,,,,3/29/2023,dice.com
Data Scientist,Cynet Systems,"Python, AI, DBMS",Los Angeles,CA,Onsite,Depends on Experience,,,,,4/12/2023,dice.com
Data Scientist,Cynet Systems,Data Scientist,Lawrenceville,NJ,Onsite,Depends on Experience,,,,,4/12/2023,dice.com
Data Scientist,Blue Rose Technologies LLC,"Data Scientist, GCP, Google Cloud, BQ, Python",,,Onsite,Depends on Experience,,,,,4/13/2023,dice.com
Data Scientist,Decca Consulting,"Data Scientist, Excel, Power BI, Time Management, Build Models, Collaborate, Data Dictionary, Data Engineering, Data Modeling",Houston,TX,Onsite,$25.33 - $25.33,hourly,25.33,25.33,25.33,4/12/2023,dice.com
Data Scientist,ZEN3 INFOSOLUTIONS AMERICA INC,"Data Scientist, Power BI, SQL, Python, UX",Redmond,WA,Onsite,"$80,000 - $120,000",yearly,80000,120000,100000,4/12/2023,dice.com
Data Scientist,Randstad Technologies,Data Scientist,Bentonville,AR,Onsite,USD76 - USD96,hourly,76000,96000,86000,3/28/2023,dice.com
Data Scientist,Randstad Technologies,Data Scientist I,Charlotte,NC,Onsite,USD43 - USD53,hourly,43000,53000,48000,4/7/2023,dice.com
Data Scientist,Xoriant Corporation,"Data Scientist, Unix, Python, Data Analysis",Tampa,FL,Onsite,Depends on Experience,,,,,4/11/2023,dice.com
Data Scientist,Mansai  Corporation,"Azure, Azure Data Factory, Azure SQL",Baltimore,MD,Onsite,$55 - $60,yearly,55000,60000,57500,4/14/2023,dice.com
Data Scientist,Nigel Frank International,Data Scientist,Springfield,VA,Onsite,$170000 - $180000 per annum,yearly,170000,180000,175000,3/23/2023,dice.com
Data Scientist,LatentView Analytics Corporation,"Data Scientist, MMM, Marketing Mix Model",San Jose,CA,Onsite,"$100,000 - $140,000",yearly,100000,140000,120000,4/6/2023,dice.com
Data Scientist,WinMax Systems Corporation,Data Scientist,,,Onsite,Depends on Experience,,,,,3/22/2023,dice.com
Data Scientist,Metasys Technologies,"Data Scientist, Utility, Python, SQL, ML",,,Onsite,$90 - $100,yearly,90000,100000,95000,4/5/2023,dice.com
Data Scientist,Henderson Scott Limited,Data Scientist - Computer Vision,,,Onsite,$182545.50 - $182545.50 per annum,yearly,182545.5,182545.5,182545.5,4/8/2023,dice.com
Data Scientist,Experis,1355 Data Scientist,,,Onsite,,,,,,3/25/2023,dice.com
Data Scientist,"Pragmatics, Inc.","Data Science, Data Analysis, Bayesian Methods",Columbia,MD,Onsite,"$100,000 - $130,000",yearly,100000,130000,115000,4/13/2023,dice.com
Data Scientist,"HireTalent, LLC","Data Scientist, NLP Models, AI Development, Java, Python",New York,NY,Onsite,Depends on Experience,,,,,3/31/2023,dice.com
Data Scientist,NR Consulting LLC,"Data Scientist, Image Filtering, BInary Morphology, Perspective / Affine Transformation",Santa Clara,CA,Onsite,Up to $70,hourly,,70,70,4/11/2023,dice.com
Data Scientist,Xoriant Corporation,"Data Scientist, SQL, Text Mining, Researching, Metadata, Quality Improvement",,,Onsite,Depends on Experience,,,,,3/30/2023,dice.com
Data Scientist,Technovert,Data Science,,,Onsite,$40 - $45,yearly,40000,45000,42500,4/14/2023,dice.com
Data Scientist,Idexcel Inc.,"Data Scientist, Python, ML, NLP",Herndon,VA,Onsite,Depends on Experience,,,,,3/31/2023,dice.com
Data Scientist,ASCII Group LLC,"Matlab, R, SQL, Python, Data Analytics, ML",Durham,NC,Onsite,$40 - $60,yearly,40000,60000,50000,4/4/2023,dice.com
